"country","collection_date","meta_key","geo_name","agesex","dau","mau_lower","mau_upper","pop_dau","pop_mau_lower","pop_mau_upper"
"EG",2023-10-15,1006,"Aswan Governorate","T_20Plus",136263,148000,174100,544895.500464422,536364.799767866,536937.218244561
"EG",2023-10-15,1007,"Asyut Governorate","T_20Plus",274362,299500,352300,3311207.59092153,3327423.78035202,3331312.8739063
"EG",2023-10-15,1008,"Beni Suef Governorate","T_20Plus",232224,246400,289900,3611816.55382088,3593763.97865671,3599649.41890784
"EG",2023-10-15,1009,"Port Said Governorate","T_20Plus",148004,140400,165200,2508425.81130967,2381218.50217604,2386204.50789746
"EG",2023-10-15,1010,"Damietta Governorate","T_20Plus",204708,205000,241100,1776467.77062748,1766510.28548301,1768190.83615575
"EG",2023-10-15,1011,"Kafr el-Sheikh Governorate","T_20Plus",262101,268500,315900,155846.771260974,152538.190756992,152798.012116931
"EG",2023-10-15,1012,"Matrouh Governorate","T_20Plus",121176,114600,134900,67813.9450176078,62685.8044360532,62812.605513501
"EG",2023-10-15,1013,"Qena Governorate","T_20Plus",227175,245700,289100,263341.449839437,262512.910169566,262927.031466459
"EG",2023-10-15,1014,"Sohag Governorate","T_20Plus",248612,266200,313200,2718313.30784904,2725732.67174816,2730125.2460319
"EG",2023-10-15,1015,"South Sinai Governorate","T_20Plus",82744,82200,96800,2744928.4929585,2791871.51437732,2798881.91726105
"EG",2023-10-15,1016,"North Sinai Governorate","T_20Plus",42885,44200,52000,494301.389435935,456038.397537021,455866.06230804
"EG",2023-10-15,4194,"Luxor Governorate","T_20Plus",66222,70700,83200,1940550.84353471,1903956.24948556,1908220.20987769
"EG",2023-10-16,991,"Dakahlia Governorate","T_20Plus",604017,609400,716900,7020454.09323603,6695726.86741748,6709176.34737998
"EG",2023-10-16,992,"Red Sea Governorate","T_20Plus",139739,138400,162800,240517.472077459,222403.81068339,222684.265714317
"EG",2023-10-16,993,"Beheira Governorate","T_20Plus",630347,647900,762200,5612003.12665568,5255808.4787673,5266478.03612577
"EG",2023-10-16,994,"Faiyum Governorate","T_20Plus",210913,226500,266500,849736.025749743,825427.200524738,827104.995408482
"EG",2023-10-16,995,"Gharbia Governorate","T_20Plus",516418,513400,604000,2089165.51116932,1961534.57864147,1965381.19973215
"EG",2023-10-16,996,"Alexandria Governorate","T_20Plus",1008603,982600,1200000,961323.398498329,910150.771648752,914485.198793712
"EG",2023-10-16,997,"Ismailia Governorate","T_20Plus",217075,220400,259300,840661.178292445,794840.753947101,796615.181230581
