"country","collection_date","meta_key","geo_name","agesex","dau","mau_lower","mau_upper","pop_dau","pop_mau_lower","pop_mau_upper"
"JO",2023-10-25,4337,"Madaba Governorate","T_20Plus",39073,34100,40200,124406.731114585,115830.341426706,115926.655755247
"JO",2023-10-25,4338,"Aqaba Governorate","T_20Plus",39228,34500,40600,112858.670559146,109339.588360116,109600.120299992
"JO",2023-10-26,1875,"Balqa Governorate","T_20Plus",131420,114400,134600,327091.260597112,309535.439683955,309573.112058062
"JO",2023-10-26,1877,"Karak Governorate","T_20Plus",49173,41900,49200,210558.703269118,203513.807644353,203046.167980441
"JO",2023-10-26,1878,"Mafraq Governorate","T_20Plus",67949,60700,71400,372733.214388733,363130.577530907,362764.292209742
"JO",2023-10-26,1879,"Tafilah Governorate","T_20Plus",22547,20700,24400,59957.8057596633,62122.8457756943,62306.9116403144
"JO",2023-10-26,1880,"Zarqa Governorate","T_20Plus",192306,183900,216400,859172.748315511,926297.073807214,926517.6480818
"JO",2023-10-26,1881,"Irbid Governorate","T_20Plus",234193,208100,244900,1221741.45563847,1197049.65883257,1197494.18935878
"JO",2023-10-26,1882,"Amman Governorate","T_20Plus",726953,659100,775400,2758898.42053708,2752053.88838696,2752486.82260957
"JO",2023-10-26,4335,"Ajloun Governorate","T_20Plus",27800,25700,30200,106748.623129927,113236.292124452,112823.181450403
"JO",2023-10-26,4336,"Jerash Governorate","T_20Plus",57613,49800,58600,156033.448753404,156473.610625407,156426.438336087
"JO",2023-10-26,4337,"Madaba Governorate","T_20Plus",38067,33800,39700,120299.952108538,115570.873080695,115238.901369775
"JO",2023-10-26,4338,"Aqaba Governorate","T_20Plus",40445,34400,40500,115492.367502441,109743.932507795,110050.334905021
"JO",2023-10-27,1875,"Balqa Governorate","T_20Plus",119369,114300,134500,314250.855351686,309591.427403373,309656.312417216
"JO",2023-10-27,1877,"Karak Governorate","T_20Plus",44173,42100,49600,200069.470486364,204701.155104826,204904.195792044
"JO",2023-10-27,1878,"Mafraq Governorate","T_20Plus",64578,60600,71300,374694.269172719,362915.146485518,362622.986220403
"JO",2023-10-27,1879,"Tafilah Governorate","T_20Plus",21304,20700,24400,59923.276880735,62188.4428721093,62369.9944347077
"JO",2023-10-27,1880,"Zarqa Governorate","T_20Plus",191029,184200,216700,902743.554312547,928787.858307812,928741.455178348
"JO",2023-10-27,1881,"Irbid Governorate","T_20Plus",221925,208900,245700,1224585.36301458,1202920.33799873,1202622.33770593
"JO",2023-10-27,1882,"Amman Governorate","T_20Plus",684772,655800,771500,2748861.16946289,2741166.2435121,2741415.48988356
"JO",2023-10-27,4335,"Ajloun Governorate","T_20Plus",26754,25600,30100,108663.488661907,112914.78782186,112563.444640907
"JO",2023-10-27,4336,"Jerash Governorate","T_20Plus",51025,49700,58500,146169.804449772,156324.29928605,156317.60311158
"JO",2023-10-27,4337,"Madaba Governorate","T_20Plus",35618,34100,40200,119059.421230779,116719.767435641,116808.416293215
"JO",2023-10-27,4338,"Aqaba Governorate","T_20Plus",36322,34600,40700,109707.326976026,110498.533771982,110705.764322093
"JO",2023-10-28,1875,"Balqa Governorate","T_20Plus",120612,114400,134600,319457.389809244,306887.282323915,306927.70112333
"JO",2023-10-28,1877,"Karak Governorate","T_20Plus",44638,42800,50400,203407.125394012,206106.712986724,206221.093213732
"JO",2023-10-28,1878,"Mafraq Governorate","T_20Plus",64019,61900,72800,373713.557264365,367141.340803805,366716.586003535
"JO",2023-10-28,1879,"Tafilah Governorate","T_20Plus",19929,20800,24400,56397.1834496388,61888.9112811427,61774.4772041747
"JO",2023-10-28,1880,"Zarqa Governorate","T_20Plus",189611,185800,218600,901500.827339524,927860.707467627,927939.048813849
"JO",2023-10-28,1881,"Irbid Governorate","T_20Plus",218890,209900,247000,1215195.81129917,1197074.10669436,1197441.86085499
"JO",2023-10-28,1882,"Amman Governorate","T_20Plus",682035,663000,779900,2754552.03874407,2744654.3669068,2744803.29034107
"JO",2023-10-28,4335,"Ajloun Governorate","T_20Plus",26586,25800,30400,108638.91728415,112704.364388635,112599.856280459
"JO",2023-10-28,4336,"Jerash Governorate","T_20Plus",50598,50000,58800,145829.541473867,155757.969477531,155619.035947439
"JO",2023-10-28,4337,"Madaba Governorate","T_20Plus",35449,34700,40800,119216.325793905,117633.137328984,117419.876460179
"JO",2023-10-28,4338,"Aqaba Governorate","T_20Plus",36468,35100,41300,110819.282148057,111019.100340472,111265.173757249
"JO",2023-10-29,1875,"Balqa Governorate","T_20Plus",122269,116400,137000,320542.185431464,311450.102013822,311577.530603032
"JO",2023-10-29,1877,"Karak Governorate","T_20Plus",45297,43200,50800,204304.196709604,207498.39668266,207310.260722827
"JO",2023-10-29,1878,"Mafraq Governorate","T_20Plus",62336,61800,72700,360176.448525951,365606.363393363,365248.231321657
"JO",2023-10-29,1879,"Tafilah Governorate","T_20Plus",21337,20900,24600,59765.6543590492,62026.6640519521,62116.7745463402
